client_id,cutoff_date,target_next_recurring_merchant
U002562,2025-10-01,streaming
U002563,2025-10-01,insurance
U002564,2025-10-01,none
U002565,2025-10-01,gym
U002566,2025-10-01,none
U002567,2025-10-01,music
U002568,2025-10-01,cloud
U002569,2025-10-01,cloud
U002570,2025-10-01,none
U002571,2025-10-01,mobile
U002572,2025-10-01,gym
U002573,2025-10-01,software
U002574,2025-10-01,software
U002575,2025-10-01,mobile
U002576,2025-10-01,gym
U002577,2025-10-01,none
U002578,2025-10-01,music
U002579,2025-10-01,mobile
U002580,2025-10-01,none
U002581,2025-10-01,none
U002582,2025-10-01,insurance
U002583,2025-10-01,music
U002584,2025-10-01,none
U002585,2025-10-01,none
U002586,2025-10-01,none
U002587,2025-10-01,none
U002588,2025-10-01,mobile
U002589,2025-10-01,streaming
U002590,2025-10-01,mobile
U002591,2025-10-01,gym
U002592,2025-10-01,cloud
U002593,2025-10-01,none
U002594,2025-10-01,software
U002595,2025-10-01,none
U002596,2025-10-01,none
U002597,2025-10-01,gym
U002598,2025-10-01,insurance
U002599,2025-10-01,software
U002600,2025-10-01,none
U002601,2025-10-01,gym
U002602,2025-10-01,software
U002603,2025-10-01,software
U002604,2025-10-01,mobile
U002605,2025-10-01,music
U002606,2025-10-01,none
U002607,2025-10-01,none
U002608,2025-10-01,none
U002609,2025-10-01,streaming
U002610,2025-10-01,software
U002611,2025-10-01,mobile
U002612,2025-10-01,insurance
U002613,2025-10-01,music
U002614,2025-10-01,none
U002615,2025-10-01,streaming
U002616,2025-10-01,none
U002617,2025-10-01,cloud
U002618,2025-10-01,streaming
U002619,2025-10-01,gym
U002620,2025-10-01,insurance
U002621,2025-10-01,software
U002622,2025-10-01,none
U002623,2025-10-01,software
U002624,2025-10-01,gym
U002625,2025-10-01,cloud
U002626,2025-10-01,software
U002627,2025-10-01,none
U002628,2025-10-01,software
U002629,2025-10-01,insurance
U002630,2025-10-01,music
U002631,2025-10-01,streaming
U002632,2025-10-01,none
U002633,2025-10-01,music
U002634,2025-10-01,mobile
U002635,2025-10-01,insurance
U002636,2025-10-01,music
U002637,2025-10-01,none
U002638,2025-10-01,none
U002639,2025-10-01,mobile
U002640,2025-10-01,insurance
U002641,2025-10-01,mobile
U002642,2025-10-01,none
U002643,2025-10-01,music
U002644,2025-10-01,none
U002645,2025-10-01,streaming
U002646,2025-10-01,none
U002647,2025-10-01,none
U002648,2025-10-01,none
U002649,2025-10-01,gym
U002650,2025-10-01,none
U002651,2025-10-01,none
U002652,2025-10-01,none
U002653,2025-10-01,streaming
U002654,2025-10-01,cloud
U002655,2025-10-01,software
U002656,2025-10-01,none
U002657,2025-10-01,music
U002658,2025-10-01,gym
U002659,2025-10-01,none
U002660,2025-10-01,none
U002661,2025-10-01,streaming
U002662,2025-10-01,cloud
U002663,2025-10-01,none
U002664,2025-10-01,gym
U002665,2025-10-01,none
U002666,2025-10-01,mobile
U002667,2025-10-01,mobile
U002668,2025-10-01,cloud
U002669,2025-10-01,cloud
U002670,2025-10-01,streaming
U002671,2025-10-01,none
U002672,2025-10-01,insurance
U002673,2025-10-01,streaming
U002674,2025-10-01,cloud
U002675,2025-10-01,gym
U002676,2025-10-01,insurance
U002677,2025-10-01,none
U002678,2025-10-01,cloud
U002679,2025-10-01,none
U002680,2025-10-01,cloud
U002681,2025-10-01,streaming
U002682,2025-10-01,music
U002683,2025-10-01,streaming
U002684,2025-10-01,none
U002685,2025-10-01,gym
U002686,2025-10-01,none
U002687,2025-10-01,none
U002688,2025-10-01,none
U002689,2025-10-01,mobile
U002690,2025-10-01,software
U002691,2025-10-01,insurance
U002692,2025-10-01,none
U002693,2025-10-01,gym
U002694,2025-10-01,none
U002695,2025-10-01,streaming
U002696,2025-10-01,none
U002697,2025-10-01,none
U002698,2025-10-01,gym
U002699,2025-10-01,insurance
U002700,2025-10-01,mobile
U002701,2025-10-01,music
U002702,2025-10-01,mobile
U002703,2025-10-01,insurance
U002704,2025-10-01,music
U002705,2025-10-01,insurance
U002706,2025-10-01,insurance
U002707,2025-10-01,none
U002708,2025-10-01,none
U002709,2025-10-01,none
U002710,2025-10-01,none
U002711,2025-10-01,mobile
U002712,2025-10-01,none
U002713,2025-10-01,none
U002714,2025-10-01,software
U002715,2025-10-01,mobile
U002716,2025-10-01,none
U002717,2025-10-01,cloud
U002718,2025-10-01,streaming
U002719,2025-10-01,cloud
U002720,2025-10-01,none
U002721,2025-10-01,music
U002722,2025-10-01,cloud
U002723,2025-10-01,insurance
U002724,2025-10-01,none
U002725,2025-10-01,insurance
U002726,2025-10-01,none
U002727,2025-10-01,none
U002728,2025-10-01,none
U002729,2025-10-01,none
U002730,2025-10-01,mobile
U002731,2025-10-01,none
U002732,2025-10-01,none
U002733,2025-10-01,none
U002734,2025-10-01,mobile
U002735,2025-10-01,streaming
U002736,2025-10-01,gym
U002737,2025-10-01,gym
U002738,2025-10-01,none
U002739,2025-10-01,cloud
U002740,2025-10-01,cloud
U002741,2025-10-01,streaming
U002742,2025-10-01,mobile
U002743,2025-10-01,mobile
U002744,2025-10-01,none
U002745,2025-10-01,music
U002746,2025-10-01,gym
U002747,2025-10-01,software
U002748,2025-10-01,gym
U002749,2025-10-01,mobile
U002750,2025-10-01,streaming
U002751,2025-10-01,none
U002752,2025-10-01,none
U002753,2025-10-01,none
U002754,2025-10-01,none
U002755,2025-10-01,streaming
U002756,2025-10-01,software
U002757,2025-10-01,none
U002758,2025-10-01,insurance
U002759,2025-10-01,none
U002760,2025-10-01,gym
U002761,2025-10-01,none
U002762,2025-10-01,mobile
U002763,2025-10-01,music
U002764,2025-10-01,none
U002765,2025-10-01,music
U002766,2025-10-01,software
U002767,2025-10-01,cloud
U002768,2025-10-01,none
U002769,2025-10-01,mobile
U002770,2025-10-01,cloud
U002771,2025-10-01,none
U002772,2025-10-01,music
U002773,2025-10-01,mobile
U002774,2025-10-01,cloud
U002775,2025-10-01,none
U002776,2025-10-01,insurance
U002777,2025-10-01,streaming
U002778,2025-10-01,gym
U002779,2025-10-01,none
U002780,2025-10-01,none
U002781,2025-10-01,music
U002782,2025-10-01,streaming
U002783,2025-10-01,streaming
U002784,2025-10-01,music
U002785,2025-10-01,cloud
U002786,2025-10-01,cloud
U002787,2025-10-01,none
U002788,2025-10-01,none
U002789,2025-10-01,cloud
U002790,2025-10-01,streaming
U002791,2025-10-01,mobile
U002792,2025-10-01,insurance
U002793,2025-10-01,software
U002794,2025-10-01,none
U002795,2025-10-01,cloud
U002796,2025-10-01,none
U002797,2025-10-01,music
U002798,2025-10-01,mobile
U002799,2025-10-01,insurance
U002800,2025-10-01,mobile
U002801,2025-10-01,streaming
U002802,2025-10-01,none
U002803,2025-10-01,software
U002804,2025-10-01,streaming
U002805,2025-10-01,none
U002806,2025-10-01,none
U002807,2025-10-01,none
U002808,2025-10-01,none
U002809,2025-10-01,mobile
U002810,2025-10-01,none
U002811,2025-10-01,none
U002812,2025-10-01,none
U002813,2025-10-01,mobile
U002814,2025-10-01,none
U002815,2025-10-01,none
U002816,2025-10-01,mobile
U002817,2025-10-01,music
U002818,2025-10-01,none
U002819,2025-10-01,streaming
U002820,2025-10-01,software
U002821,2025-10-01,none
U002822,2025-10-01,insurance
U002823,2025-10-01,music
U002824,2025-10-01,mobile
U002825,2025-10-01,none
U002826,2025-10-01,gym
U002827,2025-10-01,music
U002828,2025-10-01,insurance
U002829,2025-10-01,music
U002830,2025-10-01,streaming
U002831,2025-10-01,cloud
U002832,2025-10-01,insurance
U002833,2025-10-01,music
U002834,2025-10-01,software
U002835,2025-10-01,music
U002836,2025-10-01,streaming
U002837,2025-10-01,software
U002838,2025-10-01,music
U002839,2025-10-01,cloud
U002840,2025-10-01,none
U002841,2025-10-01,gym
U002842,2025-10-01,streaming
U002843,2025-10-01,software
U002844,2025-10-01,software
U002845,2025-10-01,none
U002846,2025-10-01,none
U002847,2025-10-01,gym
U002848,2025-10-01,software
U002849,2025-10-01,gym
U002850,2025-10-01,music
U002851,2025-10-01,cloud
U002852,2025-10-01,insurance
U002853,2025-10-01,none
U002854,2025-10-01,none
U002855,2025-10-01,mobile
U002856,2025-10-01,cloud
U002857,2025-10-01,none
U002858,2025-10-01,music
U002859,2025-10-01,streaming
U002860,2025-10-01,streaming
U002861,2025-10-01,insurance
U002862,2025-10-01,gym
U002863,2025-10-01,mobile
U002864,2025-10-01,gym
U002865,2025-10-01,cloud
U002866,2025-10-01,cloud
U002867,2025-10-01,gym
U002868,2025-10-01,none
U002869,2025-10-01,insurance
U002870,2025-10-01,gym
U002871,2025-10-01,insurance
U002872,2025-10-01,music
U002873,2025-10-01,none
U002874,2025-10-01,cloud
U002875,2025-10-01,mobile
U002876,2025-10-01,none
U002877,2025-10-01,mobile
U002878,2025-10-01,streaming
U002879,2025-10-01,none
U002880,2025-10-01,none
U002881,2025-10-01,none
U002882,2025-10-01,mobile
U002883,2025-10-01,none
U002884,2025-10-01,insurance
U002885,2025-10-01,cloud
U002886,2025-10-01,mobile
U002887,2025-10-01,mobile
U002888,2025-10-01,none
U002889,2025-10-01,insurance
U002890,2025-10-01,none
U002891,2025-10-01,none
U002892,2025-10-01,none
U002893,2025-10-01,mobile
U002894,2025-10-01,none
U002895,2025-10-01,gym
U002896,2025-10-01,none
U002897,2025-10-01,insurance
U002898,2025-10-01,none
U002899,2025-10-01,music
U002900,2025-10-01,insurance
U002901,2025-10-01,none
U002902,2025-10-01,mobile
U002903,2025-10-01,music
U002904,2025-10-01,none
U002905,2025-10-01,music
U002906,2025-10-01,none
U002907,2025-10-01,software
U002908,2025-10-01,cloud
U002909,2025-10-01,none
U002910,2025-10-01,none
U002911,2025-10-01,none
U002912,2025-10-01,mobile
U002913,2025-10-01,none
U002914,2025-10-01,streaming
U002915,2025-10-01,insurance
U002916,2025-10-01,gym
U002917,2025-10-01,insurance
U002918,2025-10-01,insurance
U002919,2025-10-01,streaming
U002920,2025-10-01,gym
U002921,2025-10-01,streaming
U002922,2025-10-01,software
U002923,2025-10-01,insurance
U002924,2025-10-01,gym
U002925,2025-10-01,gym
U002926,2025-10-01,none
U002927,2025-10-01,streaming
U002928,2025-10-01,music
U002929,2025-10-01,streaming
U002930,2025-10-01,mobile
U002931,2025-10-01,streaming
U002932,2025-10-01,none
U002933,2025-10-01,cloud
U002934,2025-10-01,insurance
U002935,2025-10-01,software
U002936,2025-10-01,music
U002937,2025-10-01,gym
U002938,2025-10-01,cloud
U002939,2025-10-01,none
U002940,2025-10-01,none
U002941,2025-10-01,insurance
U002942,2025-10-01,none
U002943,2025-10-01,mobile
U002944,2025-10-01,none
U002945,2025-10-01,software
U002946,2025-10-01,streaming
U002947,2025-10-01,cloud
U002948,2025-10-01,cloud
U002949,2025-10-01,insurance
U002950,2025-10-01,insurance
U002951,2025-10-01,cloud
U002952,2025-10-01,streaming
U002953,2025-10-01,none
U002954,2025-10-01,none
U002955,2025-10-01,streaming
U002956,2025-10-01,none
U002957,2025-10-01,software
U002958,2025-10-01,cloud
U002959,2025-10-01,insurance
U002960,2025-10-01,software
U002961,2025-10-01,streaming
U002962,2025-10-01,software
U002963,2025-10-01,insurance
U002964,2025-10-01,music
U002965,2025-10-01,cloud
U002966,2025-10-01,insurance
U002967,2025-10-01,software
U002968,2025-10-01,streaming
U002969,2025-10-01,insurance
U002970,2025-10-01,mobile
U002971,2025-10-01,insurance
U002972,2025-10-01,none
U002973,2025-10-01,mobile
U002974,2025-10-01,none
U002975,2025-10-01,gym
U002976,2025-10-01,insurance
U002977,2025-10-01,cloud
U002978,2025-10-01,mobile
U002979,2025-10-01,cloud
U002980,2025-10-01,software
U002981,2025-10-01,none
U002982,2025-10-01,music
U002983,2025-10-01,none
U002984,2025-10-01,insurance
U002985,2025-10-01,none
U002986,2025-10-01,mobile
U002987,2025-10-01,none
U002988,2025-10-01,mobile
U002989,2025-10-01,music
U002990,2025-10-01,music
U002991,2025-10-01,software
U002992,2025-10-01,none
U002993,2025-10-01,insurance
U002994,2025-10-01,music
U002995,2025-10-01,streaming
U002996,2025-10-01,none
U002997,2025-10-01,cloud
U002998,2025-10-01,none
U002999,2025-10-01,insurance
U003000,2025-10-01,mobile
U003001,2025-10-01,cloud
U003002,2025-10-01,none
U003003,2025-10-01,software
U003004,2025-10-01,none
U003005,2025-10-01,mobile
U003006,2025-10-01,none
U003007,2025-10-01,mobile
U003008,2025-10-01,music
U003009,2025-10-01,insurance
U003010,2025-10-01,insurance
U003011,2025-10-01,none
U003012,2025-10-01,mobile
U003013,2025-10-01,gym
U003014,2025-10-01,streaming
U003015,2025-10-01,software
U003016,2025-10-01,software
U003017,2025-10-01,gym
U003018,2025-10-01,none
U003019,2025-10-01,cloud
U003020,2025-10-01,music
U003021,2025-10-01,gym
U003022,2025-10-01,none
U003023,2025-10-01,cloud
U003024,2025-10-01,gym
U003025,2025-10-01,none
U003026,2025-10-01,gym
U003027,2025-10-01,cloud
U003028,2025-10-01,streaming
U003029,2025-10-01,none
U003030,2025-10-01,none
U003031,2025-10-01,mobile
U003032,2025-10-01,none
U003033,2025-10-01,none
U003034,2025-10-01,gym
U003035,2025-10-01,streaming
U003036,2025-10-01,none
U003037,2025-10-01,none
U003038,2025-10-01,streaming
U003039,2025-10-01,none
U003040,2025-10-01,insurance
U003041,2025-10-01,none
U003042,2025-10-01,streaming
U003043,2025-10-01,none
U003044,2025-10-01,gym
U003045,2025-10-01,mobile
U003046,2025-10-01,none
U003047,2025-10-01,software
U003048,2025-10-01,mobile
U003049,2025-10-01,insurance
U003050,2025-10-01,gym
U003051,2025-10-01,music
U003052,2025-10-01,streaming
U003053,2025-10-01,none
U003054,2025-10-01,cloud
U003055,2025-10-01,software
U003056,2025-10-01,insurance
U003057,2025-10-01,none
U003058,2025-10-01,music
U003059,2025-10-01,mobile
U003060,2025-10-01,none
U003061,2025-10-01,music
U003062,2025-10-01,cloud
U003063,2025-10-01,gym
U003064,2025-10-01,none
U003065,2025-10-01,gym
U003066,2025-10-01,cloud
U003067,2025-10-01,cloud
U003068,2025-10-01,none
U003069,2025-10-01,mobile
U003070,2025-10-01,none
U003071,2025-10-01,gym
U003072,2025-10-01,software
U003073,2025-10-01,gym
U003074,2025-10-01,none
U003075,2025-10-01,software
U003076,2025-10-01,software
U003077,2025-10-01,none
U003078,2025-10-01,none
U003079,2025-10-01,none
U003080,2025-10-01,cloud
U003081,2025-10-01,cloud
U003082,2025-10-01,music
U003083,2025-10-01,none
U003084,2025-10-01,mobile
U003085,2025-10-01,mobile
U003086,2025-10-01,mobile
U003087,2025-10-01,insurance
U003088,2025-10-01,none
U003089,2025-10-01,insurance
U003090,2025-10-01,music
U003091,2025-10-01,insurance
U003092,2025-10-01,cloud
U003093,2025-10-01,gym
U003094,2025-10-01,software
U003095,2025-10-01,music
U003096,2025-10-01,none
U003097,2025-10-01,gym
U003098,2025-10-01,none
U003099,2025-10-01,none
U003100,2025-10-01,gym
U003101,2025-10-01,streaming
U003102,2025-10-01,none
U003103,2025-10-01,music
U003104,2025-10-01,streaming
U003105,2025-10-01,none
U003106,2025-10-01,mobile
U003107,2025-10-01,none
U003108,2025-10-01,none
U003109,2025-10-01,streaming
U003110,2025-10-01,cloud
U003111,2025-10-01,gym
U003112,2025-10-01,none
U003113,2025-10-01,insurance
U003114,2025-10-01,none
U003115,2025-10-01,software
U003116,2025-10-01,music
U003117,2025-10-01,mobile
U003118,2025-10-01,cloud
U003119,2025-10-01,cloud
U003120,2025-10-01,cloud
U003121,2025-10-01,insurance
U003122,2025-10-01,streaming
U003123,2025-10-01,software
U003124,2025-10-01,none
U003125,2025-10-01,insurance
U003126,2025-10-01,gym
U003127,2025-10-01,gym
U003128,2025-10-01,insurance
U003129,2025-10-01,mobile
U003130,2025-10-01,mobile
U003131,2025-10-01,none
U003132,2025-10-01,cloud
U003133,2025-10-01,insurance
U003134,2025-10-01,none
U003135,2025-10-01,none
U003136,2025-10-01,none
U003137,2025-10-01,none
U003138,2025-10-01,none
U003139,2025-10-01,none
U003140,2025-10-01,streaming
U003141,2025-10-01,none
U003142,2025-10-01,none
U003143,2025-10-01,none
U003144,2025-10-01,mobile
U003145,2025-10-01,streaming
U003146,2025-10-01,cloud
U003147,2025-10-01,none
U003148,2025-10-01,none
U003149,2025-10-01,gym
U003150,2025-10-01,cloud
U003151,2025-10-01,streaming
U003152,2025-10-01,insurance
U003153,2025-10-01,streaming
U003154,2025-10-01,none
U003155,2025-10-01,software
U003156,2025-10-01,none
U003157,2025-10-01,mobile
U003158,2025-10-01,none
U003159,2025-10-01,cloud
U003160,2025-10-01,cloud
U003161,2025-10-01,streaming
U003162,2025-10-01,gym
U003163,2025-10-01,music
U003164,2025-10-01,none
U003165,2025-10-01,streaming
U003166,2025-10-01,music
U003167,2025-10-01,insurance
U003168,2025-10-01,software
U003169,2025-10-01,none
U003170,2025-10-01,cloud
U003171,2025-10-01,none
U003172,2025-10-01,none
U003173,2025-10-01,cloud
U003174,2025-10-01,software
U003175,2025-10-01,cloud
U003176,2025-10-01,streaming
U003177,2025-10-01,none
U003178,2025-10-01,none
U003179,2025-10-01,streaming
U003180,2025-10-01,none
U003181,2025-10-01,gym
U003182,2025-10-01,insurance
U003183,2025-10-01,none
U003184,2025-10-01,music
U003185,2025-10-01,mobile
U003186,2025-10-01,none
U003187,2025-10-01,gym
U003188,2025-10-01,music
U003189,2025-10-01,music
U003190,2025-10-01,none
U003191,2025-10-01,gym
U003192,2025-10-01,software
U003193,2025-10-01,none
U003194,2025-10-01,gym
U003195,2025-10-01,insurance
U003196,2025-10-01,music
U003197,2025-10-01,insurance
U003198,2025-10-01,gym
U003199,2025-10-01,streaming
U003200,2025-10-01,gym
U003201,2025-10-01,gym
U003202,2025-10-01,none
U003203,2025-10-01,gym
U003204,2025-10-01,mobile
U003205,2025-10-01,none
U003206,2025-10-01,mobile
U003207,2025-10-01,streaming
U003208,2025-10-01,music
U003209,2025-10-01,insurance
U003210,2025-10-01,none
U003211,2025-10-01,streaming
U003212,2025-10-01,streaming
U003213,2025-10-01,gym
U003214,2025-10-01,none
U003215,2025-10-01,insurance
U003216,2025-10-01,gym
U003217,2025-10-01,none
U003218,2025-10-01,software
U003219,2025-10-01,music
U003220,2025-10-01,software
U003221,2025-10-01,none
U003222,2025-10-01,software
U003223,2025-10-01,software
U003224,2025-10-01,none
U003225,2025-10-01,gym
U003226,2025-10-01,music
U003227,2025-10-01,none
U003228,2025-10-01,streaming
U003229,2025-10-01,none
U003230,2025-10-01,music
U003231,2025-10-01,streaming
U003232,2025-10-01,insurance
U003233,2025-10-01,software
U003234,2025-10-01,gym
U003235,2025-10-01,music
U003236,2025-10-01,insurance
U003237,2025-10-01,insurance
U003238,2025-10-01,music
U003239,2025-10-01,none
U003240,2025-10-01,cloud
U003241,2025-10-01,streaming
U003242,2025-10-01,none
U003243,2025-10-01,music
U003244,2025-10-01,cloud
U003245,2025-10-01,gym
U003246,2025-10-01,none
U003247,2025-10-01,none
U003248,2025-10-01,software
U003249,2025-10-01,gym
U003250,2025-10-01,gym
U003251,2025-10-01,streaming
U003252,2025-10-01,cloud
U003253,2025-10-01,streaming
U003254,2025-10-01,none
U003255,2025-10-01,insurance
U003256,2025-10-01,none
U003257,2025-10-01,none
U003258,2025-10-01,none
U003259,2025-10-01,gym
U003260,2025-10-01,streaming
U003261,2025-10-01,cloud
U003262,2025-10-01,streaming
U003263,2025-10-01,cloud
U003264,2025-10-01,none
U003265,2025-10-01,gym
U003266,2025-10-01,none
U003267,2025-10-01,none
U003268,2025-10-01,streaming
U003269,2025-10-01,none
U003270,2025-10-01,music
U003271,2025-10-01,none
U003272,2025-10-01,gym
U003273,2025-10-01,none
U003274,2025-10-01,software
U003275,2025-10-01,gym
U003276,2025-10-01,none
U003277,2025-10-01,gym
U003278,2025-10-01,software
U003279,2025-10-01,mobile
U003280,2025-10-01,cloud
U003281,2025-10-01,gym
U003282,2025-10-01,music
U003283,2025-10-01,mobile
U003284,2025-10-01,none
U003285,2025-10-01,none
U003286,2025-10-01,none
U003287,2025-10-01,insurance
U003288,2025-10-01,music
U003289,2025-10-01,gym
U003290,2025-10-01,cloud
U003291,2025-10-01,streaming
U003292,2025-10-01,software
U003293,2025-10-01,none
U003294,2025-10-01,none
U003295,2025-10-01,cloud
U003296,2025-10-01,software
U003297,2025-10-01,cloud
U003298,2025-10-01,streaming
U003299,2025-10-01,none
U003300,2025-10-01,gym
U003301,2025-10-01,insurance
U003302,2025-10-01,insurance
U003303,2025-10-01,music
U003304,2025-10-01,gym
U003305,2025-10-01,mobile
U003306,2025-10-01,insurance
U003307,2025-10-01,gym
U003308,2025-10-01,none
U003309,2025-10-01,mobile
U003310,2025-10-01,software
U003311,2025-10-01,music
U003312,2025-10-01,software
U003313,2025-10-01,mobile
U003314,2025-10-01,gym
U003315,2025-10-01,none
U003316,2025-10-01,music
U003317,2025-10-01,software
U003318,2025-10-01,cloud
U003319,2025-10-01,music
U003320,2025-10-01,software
U003321,2025-10-01,mobile
U003322,2025-10-01,cloud
U003323,2025-10-01,none
U003324,2025-10-01,mobile
U003325,2025-10-01,gym
U003326,2025-10-01,insurance
U003327,2025-10-01,music
U003328,2025-10-01,none
U003329,2025-10-01,gym
U003330,2025-10-01,streaming
U003331,2025-10-01,none
U003332,2025-10-01,none
U003333,2025-10-01,streaming
U003334,2025-10-01,streaming
U003335,2025-10-01,music
U003336,2025-10-01,none
U003337,2025-10-01,none
U003338,2025-10-01,gym
U003339,2025-10-01,none
U003340,2025-10-01,none
U003341,2025-10-01,streaming
U003342,2025-10-01,none
U003343,2025-10-01,streaming
U003344,2025-10-01,none
U003345,2025-10-01,none
U003346,2025-10-01,mobile
U003347,2025-10-01,streaming
U003348,2025-10-01,none
U003349,2025-10-01,mobile
U003350,2025-10-01,none
U003351,2025-10-01,none
U003352,2025-10-01,gym
U003353,2025-10-01,none
U003354,2025-10-01,none
U003355,2025-10-01,insurance
U003356,2025-10-01,software
U003357,2025-10-01,mobile
U003358,2025-10-01,gym
U003359,2025-10-01,streaming
U003360,2025-10-01,software
U003361,2025-10-01,cloud
U003362,2025-10-01,streaming
U003363,2025-10-01,none
U003364,2025-10-01,gym
U003365,2025-10-01,mobile
U003366,2025-10-01,mobile
U003367,2025-10-01,gym
U003368,2025-10-01,none
U003369,2025-10-01,insurance
U003370,2025-10-01,software
U003371,2025-10-01,none
U003372,2025-10-01,none
U003373,2025-10-01,none
U003374,2025-10-01,mobile
U003375,2025-10-01,software
U003376,2025-10-01,none
U003377,2025-10-01,gym
U003378,2025-10-01,none
U003379,2025-10-01,none
U003380,2025-10-01,software
U003381,2025-10-01,none
U003382,2025-10-01,streaming
U003383,2025-10-01,mobile
U003384,2025-10-01,none
U003385,2025-10-01,gym
U003386,2025-10-01,none
U003387,2025-10-01,cloud
U003388,2025-10-01,gym
U003389,2025-10-01,software
U003390,2025-10-01,streaming
U003391,2025-10-01,software
U003392,2025-10-01,none
U003393,2025-10-01,software
U003394,2025-10-01,cloud
U003395,2025-10-01,insurance
U003396,2025-10-01,software
U003397,2025-10-01,cloud
U003398,2025-10-01,software
U003399,2025-10-01,gym
U003400,2025-10-01,software
U003401,2025-10-01,software
U003402,2025-10-01,gym
U003403,2025-10-01,software
U003404,2025-10-01,software
U003405,2025-10-01,none
U003406,2025-10-01,gym
U003407,2025-10-01,insurance
U003408,2025-10-01,none
U003409,2025-10-01,streaming
U003410,2025-10-01,none
U003411,2025-10-01,none
U003412,2025-10-01,insurance
U003413,2025-10-01,insurance
U003414,2025-10-01,gym
U003415,2025-10-01,none
U003416,2025-10-01,cloud
U003417,2025-10-01,none
U003418,2025-10-01,none
U003419,2025-10-01,streaming
U003420,2025-10-01,music
U003421,2025-10-01,none
U003422,2025-10-01,cloud
U003423,2025-10-01,insurance
U003424,2025-10-01,none
U003425,2025-10-01,software
U003426,2025-10-01,mobile
U003427,2025-10-01,software
U003428,2025-10-01,music
U003429,2025-10-01,none
U003430,2025-10-01,gym
U003431,2025-10-01,insurance
U003432,2025-10-01,music
U003433,2025-10-01,gym
U003434,2025-10-01,music
U003435,2025-10-01,software
U003436,2025-10-01,none
U003437,2025-10-01,gym
U003438,2025-10-01,mobile
U003439,2025-10-01,insurance
U003440,2025-10-01,software
U003441,2025-10-01,insurance
U003442,2025-10-01,none
U003443,2025-10-01,mobile
U003444,2025-10-01,none
U003445,2025-10-01,music
U003446,2025-10-01,insurance
U003447,2025-10-01,none
U003448,2025-10-01,insurance
U003449,2025-10-01,none
U003450,2025-10-01,insurance
U003451,2025-10-01,cloud
U003452,2025-10-01,none
U003453,2025-10-01,none
U003454,2025-10-01,none
U003455,2025-10-01,mobile
U003456,2025-10-01,none
U003457,2025-10-01,software
U003458,2025-10-01,none
U003459,2025-10-01,gym
U003460,2025-10-01,insurance
U003461,2025-10-01,none
U003462,2025-10-01,mobile
U003463,2025-10-01,none
U003464,2025-10-01,none
U003465,2025-10-01,mobile
U003466,2025-10-01,music
U003467,2025-10-01,gym
U003468,2025-10-01,cloud
U003469,2025-10-01,none
U003470,2025-10-01,none
U003471,2025-10-01,gym
U003472,2025-10-01,insurance
U003473,2025-10-01,software
U003474,2025-10-01,none
U003475,2025-10-01,cloud
U003476,2025-10-01,none
U003477,2025-10-01,streaming
U003478,2025-10-01,gym
U003479,2025-10-01,gym
U003480,2025-10-01,cloud
U003481,2025-10-01,insurance
U003482,2025-10-01,none
U003483,2025-10-01,mobile
U003484,2025-10-01,software
U003485,2025-10-01,mobile
U003486,2025-10-01,none
U003487,2025-10-01,gym
U003488,2025-10-01,cloud
U003489,2025-10-01,cloud
U003490,2025-10-01,mobile
U003491,2025-10-01,software
U003492,2025-10-01,streaming
U003493,2025-10-01,none
U003494,2025-10-01,none
U003495,2025-10-01,none
U003496,2025-10-01,none
U003497,2025-10-01,cloud
U003498,2025-10-01,gym
U003499,2025-10-01,none
U003500,2025-10-01,insurance
U003501,2025-10-01,none
U003502,2025-10-01,gym
U003503,2025-10-01,none
U003504,2025-10-01,none
U003505,2025-10-01,mobile
U003506,2025-10-01,streaming
U003507,2025-10-01,none
U003508,2025-10-01,mobile
U003509,2025-10-01,software
U003510,2025-10-01,none
U003511,2025-10-01,none
U003512,2025-10-01,none
U003513,2025-10-01,mobile
U003514,2025-10-01,software
U003515,2025-10-01,none
U003516,2025-10-01,insurance
U003517,2025-10-01,streaming
U003518,2025-10-01,none
U003519,2025-10-01,cloud
U003520,2025-10-01,mobile
U003521,2025-10-01,none
U003522,2025-10-01,none
U003523,2025-10-01,cloud
U003524,2025-10-01,gym
U003525,2025-10-01,cloud
U003526,2025-10-01,none
U003527,2025-10-01,none
U003528,2025-10-01,gym
U003529,2025-10-01,software
U003530,2025-10-01,none
U003531,2025-10-01,insurance
U003532,2025-10-01,cloud
U003533,2025-10-01,gym
U003534,2025-10-01,none
U003535,2025-10-01,none
U003536,2025-10-01,music
U003537,2025-10-01,none
U003538,2025-10-01,none
U003539,2025-10-01,none
U003540,2025-10-01,music
U003541,2025-10-01,none
U003542,2025-10-01,gym
U003543,2025-10-01,software
U003544,2025-10-01,streaming
U003545,2025-10-01,gym
U003546,2025-10-01,software
U003547,2025-10-01,none
U003548,2025-10-01,insurance
U003549,2025-10-01,music
U003550,2025-10-01,none
U003551,2025-10-01,streaming
U003552,2025-10-01,none
U003553,2025-10-01,streaming
U003554,2025-10-01,mobile
U003555,2025-10-01,none
U003556,2025-10-01,software
U003557,2025-10-01,software
U003558,2025-10-01,none
U003559,2025-10-01,none
U003560,2025-10-01,software
U003561,2025-10-01,insurance
U003562,2025-10-01,cloud
U003563,2025-10-01,none
U003564,2025-10-01,none
U003565,2025-10-01,none
U003566,2025-10-01,none
U003567,2025-10-01,none
U003568,2025-10-01,music
